,,,,,,,,,,,,,,,,,,,,,,,
User_1,4.0388970375,-1.6993034573,3.5774247346,1.076025695,1.5081053871,2.5958191861,-0.1696723691,0.5217177093,4.2123968977,0.4123434489,6.182002713,2.3096804103,0.1954210983,0.4218401169,0.137830028,0.7697168081,-0.257652253,-0.5436150563,0.5037440925,-0.4581268196,-0.60724621,1.1174741244,0.3579477513
User_1,4.0394458771,-0.1397528298,5.6496726558,0.005420277,-0.890983636,3.9434387163,0.0857586062,0.9556612435,1.6104036161,0.0043844429,7.8805713158,3.1173484909,0.3816227971,0.4066492484,0.2116585479,0.6427838694,0.388657335,-0.3715959882,0.4955989864,-0.171554925,-1.0911565962,0.9474472184,0.504990808
User_1,3.6337590218,-2.1912075152,5.0143588192,0.0516629203,-0.0489282958,2.5261082641,0.0105756645,0.422737283,4.0244263919,-1.7175127817,6.7280042516,3.3121304712,0.406155156,0.3345547835,0.1337666527,0.7334503057,-0.6818147899,-0.4065768581,0.505516098,-0.5741619294,-1.090478439,1.0315284131,0.4353529398
User_1,3.6347608566,0.3651175933,5.632564306,-0.2263091747,-0.8679394001,4.707759536,0.3827321978,1.0128403037,1.4724605487,-0.0917829886,7.9836537696,3.5834426704,0.4364344502,0.4956424544,0.23210507,0.6234266425,0.6252129281,-0.3422467221,0.5477892889,-0.1207476928,-0.9728101211,1.0049294095,0.5347829652
User_1,3.4333040714,-2.3629621193,4.4707861906,0.4685235296,-0.7059893062,2.7462226859,0.1838043775,2.1492313371,3.2565485395,1.3009202545,6.8112582412,2.6427092134,0.4124546165,0.4460207988,0.1288894348,0.7130685504,-0.1039581641,-0.2908608709,0.4815794898,-0.8264292869,-0.4351675691,1.0112625837,0.4335890286
User_1,3.3328239918,0.7503297097,6.2040110275,-0.4140923011,-0.8474478829,4.8149023636,0.3652199751,0.8626475036,1.8118809783,-0.0555457758,8.6931647459,3.9185931135,0.6532895088,0.464610912,0.0836126834,0.6710591668,0.9233596606,-0.2081624947,0.5397064959,-0.8153822763,-0.5570717097,1.0561791638,0.5648559708
User_1,3.027987957,-3.3556355675,6.5278544072,0.0807949604,-0.960323419,3.4721954162,-0.0835820384,2.9083430553,3.1900405667,1.2452526352,8.7474978919,3.5634526369,0.0981197379,0.4703098173,0.5034114486,0.7132604558,0.1479064173,-0.2550147918,0.5170614153,-0.3436697788,-1.1472990824,1.1021758041,0.3325295772
User_1,3.029476881,1.0004966648,6.4227928068,-0.2179506916,-0.9427455351,4.3732035918,-0.0671766134,0.7918688157,1.3084866369,-0.3188758146,8.2985767075,3.0981639557,0.2411996217,0.6781260561,0.1214030736,0.6286852717,0.9645565834,-0.248180578,0.4764658121,-0.5964655176,-0.8072620343,0.9945515633,0.4769659735
User_1,3.4324288368,-1.8365632494,6.4096002596,0.3345160702,-0.676088628,2.8097933827,-0.303481966,1.3159657957,2.3005295762,-0.3381753157,7.3231499012,2.9733148192,0.2294916336,0.378042996,0.0666018436,0.8440035907,0.1725294845,-0.0457906606,0.4373198678,-0.332117387,-0.9113924813,0.9847954952,0.3686245615
User_1,3.4336788654,1.1089095572,7.0353955635,-0.7339453646,0.0181123323,5.304623073,0.3056255497,0.9772754607,1.1414054106,-0.247159105,8.8600300366,4.253516754,0.3677638169,0.5807082362,0.0612890472,0.7418536563,1.0441739045,-0.1330114914,0.6006238769,-0.3313390703,-0.9269021376,1.0545985962,0.5411454283
User_1,2.9274580479,-2.2700989945,4.8167890056,-0.0790310855,-1.3475960854,2.9679944794,0.0772592705,1.8308445261,3.0270284604,1.7877676872,6.9597874563,2.2570878186,0.3614378159,0.4831441982,0.0834088553,0.6816585051,-0.291620209,-0.1417074207,0.4928507116,-0.334408625,-1.2725512852,0.9879626769,0.3501335913
User_1,2.9281411171,1.5147623157,7.8991471164,-0.2362767154,-0.7854156611,5.1923287722,0.38396496,1.0171859233,1.6165992287,-0.3405131834,9.3719941093,4.6784627652,0.4040793501,0.4507999197,0.0808095638,0.9381256421,0.8251667645,-0.1146662667,0.5149743683,-1.1068580205,0.0165192509,1.0362948362,0.6764248369
User_1,2.9284319878,-2.3567836052,6.2097210397,0.3499930035,-1.2637529516,3.2151141046,0.3399578319,2.4648708875,3.5681715516,2.215937706,8.3602426267,2.6070629584,0.1866749656,0.3858463544,0.158823282,0.7715404457,-0.3788415226,-0.1291100158,0.5617007777,-0.415109437,-1.319344465,0.9957907767,0.3805290202
User_1,3.0289340019,1.3834168583,7.6036548051,-0.3381899108,-1.0913363893,5.6591067145,0.265866008,1.3594164026,1.6828604707,0.4366886041,9.8166560554,4.2486766942,0.3731083351,0.536587951,0.0077046827,0.7605655962,0.7905122609,-0.1928756598,0.6470845627,-0.4013160887,-0.9967562856,1.0429321215,0.6114473719
