User,,,,,,,,,,,,,,,,,,,
24,2.614588976,6.558676702,0.342479754,2.905824856,2.431210475,2.35145932,3.02044309,7.680658751,1.093263444,-0.048415389,0.132148025,-0.281317431,0.577297571,-0.327378713,0.506424847,-0.336556211,-1.272163532,0.863349414,0.429010985
24,4.927332878,7.35949896,0.7822667,3.538598082,1.943817699,2.078818536,4.205284731,8.225572895,1.554729958,0.037365789,0.038159058,-0.047111849,-0.604636782,-0.282748321,0.521796806,0.221034281,-0.442224243,1.010802723,0.460321455
24,6.636893034,8.183405538,0.530311717,5.145066316,1.898765918,1.960483141,4.109531181,9.353249413,1.186520659,0.148730704,0.164724918,0.04488926,-0.502434799,-0.339173863,0.697955129,-0.252795879,0.021572354,1.161795471,0.644685986
24,2.111938953,8.528692879,0.133782525,3.698115831,2.519513206,2.602380908,3.013241573,9.415297581,0.35471806,0.323661254,0.195513126,-0.578354239,-0.129148411,-0.309567517,0.798849823,-0.359902621,-1.32148892,1.200431071,0.625207382
24,4.324225903,9.034214458,0.58532335,4.888044394,2.424908443,2.00798832,6.003886848,10.35111819,0.500196602,0.229311357,0.153952561,-0.381642571,-0.767260549,-0.19791571,0.722650912,-0.363116154,-0.981966289,1.210476249,0.499383947
24,5.933037996,9.252648875,0.490665511,6.102597864,2.151695829,1.995711682,5.242275647,10.91121253,0.604708545,0.201211448,0.220460701,-0.259608682,-0.687895852,-0.269953969,0.87017352,-0.33989004,-0.733042399,1.330980246,0.612443572
24,2.012197971,11.0766755,-0.22342526,4.561911543,2.575416983,3.279565708,1.785242004,11.77957503,1.025958799,0.188160718,0.280721433,-0.079883041,-0.467503868,-0.261390129,0.674984033,-0.49669978,-1.424374746,1.323942086,0.546393294
24,3.822569847,12.46765383,0.281039922,5.140524276,1.97848839,2.795589958,3.610958499,12.67551252,1.005883981,0.134664782,-0.000219695,0.003426126,-0.925381798,-0.074189039,0.667648462,-0.424397376,-0.832821618,1.388555975,0.599358449
24,5.330982924,12.92625215,0.245275733,6.950913771,2.044226731,2.665551686,2.94102266,13.71707526,0.837255012,0.142967103,0.16732453,-0.163333762,-0.953148688,-0.2254878,0.977651592,-0.463306395,-0.225343822,1.58591664,0.765432238
24,2.011488915,7.812581698,-0.120793107,4.038273406,2.24037269,2.411098766,3.980725459,8.773878927,0.424581577,0.04025745,0.120184036,-0.258652797,-1.014618621,-0.300108127,0.618713315,-0.235456223,-1.268137392,0.99157904,0.369579633
24,3.9220438,9.232822482,0.796978123,4.22630549,1.798240519,1.9327587,8.333588401,9.742829946,1.322530726,0.086739158,0.042457891,-0.196329131,-0.333157393,-0.188871571,0.659298303,0.128381272,-0.680939455,1.06734054,0.470081873
24,5.732141972,11.12073673,0.537770458,6.491734371,1.931853275,2.070885209,3.543487921,11.81945004,1.015700246,0.183338212,0.126713695,-0.219991321,-0.378939657,-0.225560983,0.92631366,-0.014316583,-0.265399956,1.350064843,0.745648405
24,1.91095686,10.2673974,0.054412434,5.148607524,1.859065676,2.022752791,5.450082872,11.41782925,-0.771774157,0.163087261,0.201637184,-0.341273593,-0.676760415,-0.239265046,0.722252533,-0.526073786,-1.36245336,1.216426155,0.5995323
24,3.721268892,11.37005415,0.655818687,5.342278444,1.837901752,1.791079909,4.732071442,12.15730789,0.932989205,0.169590454,0.157799676,-0.230265678,-0.930784489,-0.039963096,0.796774635,-0.036879997,-0.813860864,1.327610639,0.539632804
24,5.632016897,12.03622001,0.442782104,7.70298545,2.058708251,1.909930122,1.715877246,13.56229593,0.922893093,0.233257317,0.320024215,-0.359437133,-0.788531696,-0.159683659,1.105579535,-0.271133774,-0.309438653,1.634021368,0.807431183
24,5.329623938,12.55340908,0.328783853,8.034100536,2.254975015,3.082652433,4.877205492,14.42226097,0.65228844,0.31826453,0.165393885,-0.256710511,-0.636766176,-0.222543916,1.005127103,-0.364833161,-0.131386443,1.476065686,0.755127882
24,3.519958973,12.4167169,0.53663736,5.851056724,2.69572152,3.388548631,3.716792904,13.51447523,0.708432436,0.193857335,0.086623078,-0.346867543,-0.701748655,-0.109947774,0.721198799,-0.043385778,-0.714673501,1.246422893,0.453235173
24,5.329623938,12.55340908,0.328783853,8.034100536,2.254975015,3.082652433,4.877205492,14.42226097,0.65228844,0.31826453,0.165393885,-0.256710511,-0.636766176,-0.222543916,1.005127103,-0.364833161,-0.131386443,1.476065686,0.755127882
24,1.809767008,10.40402725,-0.357813734,4.526495416,2.723471072,3.381353116,3.503756482,11.67144995,-0.073498111,0.114721218,0.184362708,0.210140501,-0.831105062,-0.341510524,0.661506068,-0.152637505,-1.329894909,1.246205142,0.460812155
24,3.720242977,10.9213164,0.348280168,5.476756311,2.23205446,2.539921357,9.29976418,12.04404188,0.747060077,0.087863526,0.051155299,0.037796657,-0.995314608,-0.114271768,0.745495514,-0.02554729,-1.171221017,1.306065937,0.435889295
24,5.530892134,11.24931425,0.208654421,7.030402847,1.935821938,2.525587554,7.015016999,12.71988259,0.79236803,0.072523834,0.179626185,-0.030484635,-0.975621683,-0.216055671,0.977800517,-0.284664918,-0.538127784,1.490740937,0.672675846
24,1.913100004,10.47685915,-0.055568691,4.968956675,2.054822822,2.673544147,0.480391006,11.35582464,0.376757109,0.200910903,0.067129812,-0.481438877,-0.061457606,-0.311567733,0.874011333,-0.227381124,-1.671321519,1.417459701,0.689944938
24,3.723135948,11.80912821,0.610242582,5.173305617,1.845106998,2.130017522,2.117741917,11.80588445,1.023998157,0.075587463,-0.002237299,-0.198213683,-0.681872039,-0.098399248,0.879385542,-0.141690101,-1.215274369,1.390565426,0.576786523
24,5.332343817,12.57761666,0.365353532,7.687776621,1.86816532,2.272557059,0.830191518,13.25830422,0.763821405,0.148193453,0.169368392,-0.190036518,-0.792382344,-0.194792689,1.105224761,-0.452241656,-0.505541016,1.613572127,0.839852411
24,1.709274054,11.89166412,-0.173129487,5.364630436,2.952437206,5.06331989,0.726858371,13.9863019,0.703965998,0.418055084,0.393785538,-0.261809516,-0.081964337,-0.212266647,0.832633507,-0.359885969,-1.356263313,1.677058967,0.68423266
24,3.519418955,13.6347456,0.297198625,6.128595576,2.262627722,3.821597363,4.207271204,14.5057614,0.642819172,0.272748986,0.179076966,-0.22425835,-0.441846467,0.099986754,0.857242645,-0.266249374,-0.855804315,1.640142704,0.660505176
24,4.927682877,13.83443249,0.265292905,8.593262004,2.109875834,3.396418088,5.758132721,15.81327766,0.42678046,0.406921645,0.259944065,-0.152316673,-0.616091381,0.020778321,1.160134967,-0.065749197,-0.616767586,1.881020887,0.824055387
24,1.810137034,9.890822993,0.139138231,4.759781492,2.648993813,3.838543163,0.793412223,11.21965265,0.317425565,0.21147758,0.304761762,-0.073406572,-0.859954376,-0.411614468,0.76869439,-0.195203234,-1.382262163,1.585166401,0.708457599
24,3.520553112,11.7113889,0.497090968,5.002209428,2.186364693,3.082074628,2.953996559,12.19422324,0.476354363,0.080247017,0.072610306,0.042433027,-0.948878053,-0.166458193,0.748037572,-0.440978445,-1.034750161,1.48719724,0.642743894
24,5.330749989,12.21426278,0.221439593,7.331796957,2.20001274,2.797046404,3.132002728,13.28800939,0.653792082,0.135985694,0.268007546,-0.017464545,-0.903609471,-0.302877299,0.938785168,-0.587913138,-0.432968058,1.687670983,0.82223043
24,1.811747074,11.64956426,-0.811326824,4.127254305,2.479049007,3.209873965,2.439020651,11.67945376,1.934532761,0.315584738,0.196826211,0.635301322,2.348079782,-0.290894424,0.717670562,-0.49633385,-1.386200867,1.334566898,0.803160327
24,3.520982981,13.58113225,0.204186412,6.264869227,2.022592024,2.915636993,2.513568083,13.77704776,1.263453066,0.241277129,0.134907767,0.086652177,0.413747542,-0.162489538,0.791605092,0.024190133,-0.575099204,1.479799378,0.722103199
24,5.028565884,14.31618604,0.092503092,8.639489015,1.906692507,2.837468559,1.885560077,15.4523709,0.682159053,0.282135763,0.254962857,0.103030472,-0.283374184,-0.222369887,1.108628449,-0.095292382,-0.27599196,1.773555755,0.947360585
24,1.810294867,12.78235948,0.882628866,5.05002729,3.444485554,5.025851962,0.95720354,13.36399864,1.540890042,0.177384215,0.161812226,-0.388919644,-0.713253524,-0.247255283,0.661075262,-0.175346593,-1.36509928,1.376687114,0.700361624
24,3.720881939,12.04988446,0.723130745,5.438792604,2.639310823,3.816286961,4.719989119,12.77598277,1.714482093,0.000551694,0.055843911,-0.081329208,-1.026546897,-0.048440914,0.699439304,-0.058423518,-0.967004918,1.381591307,0.610379197
